NAME,MASS,VELOCITY,ACCELERATION,POSITION
Object82,3.677989090921281e+26,(-11540.9157425879,-10733.161818820407,0.0),(0.0,0.0,0.0),(-363963511580.93,391354597222.83105,0.0)
Object83,1.7452514371591315e+26,(-1828.610822940568,-5061.626815935285,0.0),(0.0,0.0,0.0),(-4310676576795.401,1557315489499.9768,0.0)
Object84,3.011345322591731e+26,(4258.100468342061,-2987.368585361052,0.0),(0.0,0.0,0.0),(-2817986910266.5264,-4016669198835.2236,0.0)
Object85,5.1403902198199446e+26,(-2658.9948587112126,12398.421478840259,0.0),(0.0,0.0,0.0),(807260787945.06,173127062057.7306,0.0)
Object86,6.59891241198557e+26,(32279.267597401093,-23234.47825868692,0.0),(0.0,0.0,0.0),(-49028581630.20202,-68114579064.0084,0.0)
Object87,6.929964458563127e+26,(8361.488613389713,2955.373540954183,0.0),(0.0,0.0,0.0),(562490719109.1414,-1591426490693.2761,0.0)
Object88,2.936794371685156e+24,(-1446.8130892966176,-9661.551309579943,0.0),(0.0,0.0,0.0),(-1375623640813.5637,205999039460.8238,0.0)
Object89,7.734892277780538e+26,(5084.639847470287,-3411.925388643818,0.0),(0.0,0.0,0.0),(-1972802085036.0146,-2939978736385.4785,0.0)
Object90,9.749150264541326e+26,(5554.001993654181,6247.117985042238,0.0),(0.0,0.0,0.0),(1419881832326.1995,-1262346340564.5515,0.0)
Object91,1.5100377081838899e+26,(5234.586235688865,1185.9279958061757,0.0),(0.0,0.0,0.0),(1018226936829.108,-4494367893482.466,0.0)
Object92,2.4322666013818986e+25,(10304.595642686947,-4382.3246190955615,0.0),(0.0,0.0,0.0),(-414336793812.0897,-974271303754.3323,0.0)
Object93,4.053671990148956e+26,(-4624.315125963541,4281.197067139369,0.0),(0.0,0.0,0.0),(2270950603078.7246,2452956745378.2207,0.0)
Object94,6.900843459803491e+26,(5400.373928422127,2071.5493160514075,0.0),(0.0,0.0,0.0),(1421141484009.5828,-3704809419393.049,0.0)
Object95,9.176304618235351e+26,(3117.1314461363827,-6144.082283934057,0.0),(0.0,0.0,0.0),(-2494135651587.0854,-1265371834426.9822,0.0)
Object96,2.695765036280812e+26,(-7064.939360915794,12444.053246207513,0.0),(0.0,0.0,0.0),(563780145817.325,320078391202.7665,0.0)
Object97,3.0451657419473538e+26,(-11145.854432431224,618.4312911512455,0.0),(0.0,0.0,0.0),(59018667657.93413,1063680780587.3027,0.0)
Object98,9.848106959941671e+26,(4762.307813071607,-3946.896547640846,0.0),(0.0,0.0,0.0),(-2214217152082.8325,-2671664563770.769,0.0)
Object99,4.517842055981047e+26,(-8192.969164738819,4151.29869038841,0.0),(0.0,0.0,0.0),(711270648841.5209,1403757938987.7917,0.0)
